,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
93808,5YYW3yRktprLRr47WK219Y,Ella No Es Tuya - Remix,92,218107,0,"['Rochy RD', 'Myke Towers', 'Nicki Nicole']","['4riOEaOW5hCeqomFDBk0aP', '7iK8PXO48WeuP03g8YR51W', '2UZIAOlrnyZmyzt1nuXr9y']",2021-02-03,0.585,0.611,6,-4.132,1,0.28800000000000003,0.39,0.0,0.649,0.9620000000000001,97.041,4
91867,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,92,174000,0,['Harry Styles'],['6KImCVD70vtIoJWnq6nGn3'],2019-12-13,0.5479999999999999,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4
93810,5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,92,162803,1,"['Travis Scott', 'HVME']","['0Y5tJX1MQlPlqiwlOH1tJY', '2o08sCWF5yyo2G4DCiT7T9']",2021-01-15,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.8079999999999999,124.917,4
92832,45bE4HXI0AwGZXfZtMp8JR,you broke me first,91,169266,0,['Tate McRae'],['45dkTj5sMRSjrmBSBeiHym'],2020-04-17,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,4
92830,4saklk6nie3yiGePpBwUoc,Dynamite,91,199054,0,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],2020-11-20,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4
92833,7vrJn5hDSXRmdXoR30KgF1,BICHOTA,91,178947,1,['KAROL G'],['790FomKkXshlbRYZFtlgla'],2020-10-23,0.863,0.6659999999999999,1,-4.158,0,0.152,0.212,0.000493,0.10300000000000001,0.838,163.908,4
92835,6Im9k8u9iIzKMrmV7BWtlF,34+35,91,173711,1,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],2020-10-30,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4
92837,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),91,181733,1,"['DaBaby', 'Roddy Ricch']","['4r63FhuTkUYltbVAg5TQnk', '757aE44tKEUQEqRuT6GnEB']",2020-04-17,0.746,0.69,11,-7.956,1,0.16399999999999998,0.247,0.0,0.10099999999999999,0.49700000000000005,89.977,4
92841,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,91,160000,1,['Pop Smoke'],['0eDvMgVFoNV3TpwtrVCoTj'],2020-07-03,0.7090000000000001,0.5479999999999999,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.5429999999999999,83.995,4
92839,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),91,166028,0,"['Joel Corry', 'MNEK']","['6DgP9otnZw5z6daOntINxp', '7uMh23xWiuR7zsNkuNcm2G']",2020-07-03,0.7340000000000001,0.8740000000000001,8,-3.158,1,0.0662,0.168,1.1400000000000001e-05,0.0489,0.905,122.95299999999999,4
93813,2TksvaRivgAEj780DgRB73,911,91,215891,1,['Sech'],['77ziqFxp5gaInVrF2lj4ht'],2021-02-05,0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.29600000000000004,0.7440000000000001,93.029,4
93814,5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),91,150053,0,"['ATB', 'Topic', 'A7S']","['7jZM5w05mGhw6wTB1okhD9', '0u6GtibW46tFX7koQ6uNJZ', '5Wg2b4Mp42gicxEeDNawf7']",2021-01-15,0.669,0.784,7,-5.603,1,0.11199999999999999,0.19399999999999998,6.28e-06,0.115,0.517,125.993,4
93815,3aQem4jVGdhtg116TmJnHz,What’s Next,91,178154,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2021-03-05,0.7809999999999999,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,4
93816,1diS6nkxMQc3wwC4G1j0bh,We're Good,91,165507,0,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],2021-02-11,0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01,4
92847,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,90,205090,1,"['Bad Bunny', 'Jhay Cortez']","['4q3ewBCX7sLwd24euuV69X', '0EFisYRi20PTADoJrifHrz']",2020-11-27,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4
